function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
ldap_control_find,['ldap.h'],LDAPControl *,"['const char *oid', 'LDAPControl **ctrls', 'LDAPControl ***nextctrlp']",3,False,False,False
ldap_control_dup,['ldap.h'],LDAPControl *,['LDAPControl *ctrl'],1,False,False,False
*ldap_controls_dup,['ldap.h'],LDAPControl *,['LDAPControl **ctrls'],1,False,False,False
ldap_control_free,['ldap.h'],void,['LDAPControl *ctrl'],1,False,False,False
ldap_controls_free,['ldap.h'],void,['LDAPControl **ctrls'],1,False,False,False
ldap_count_entries,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *result']",3,False,False,False
ldap_first_entry,['ldap.h'],LDAPMessage *,"['', 'LDAP *ld', 'LDAPMessage *result']",3,False,False,False
ldap_next_entry,['ldap.h'],LDAPMessage *,"['', 'LDAP *ld', 'LDAPMessage *entry']",3,False,False,False
ldap_count_messages,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *result']",3,False,False,False
ldap_first_message,['ldap.h'],LDAPMessage *,"['', 'LDAP *ld', 'LDAPMessage *result']",3,False,False,False
ldap_next_message,['ldap.h'],LDAPMessage *,"['', 'LDAP *ld', 'LDAPMessage *message']",3,False,False,False
ldap_count_references,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *result']",3,False,False,False
ldap_first_reference,['ldap.h'],LDAPMessage *,"['', 'LDAP *ld', 'LDAPMessage *result']",3,False,False,False
ldap_next_reference,['ldap.h'],LDAPMessage *,"['', 'LDAP *ld', 'LDAPMessage *reference']",3,False,False,False
*ldap_get_values,['ldap.h'],char *,"['ld', 'entry', 'attr']",3,False,False,False
*ldap_get_values_len,['ldap.h'],struct berval *,"['ld', 'entry', 'attr']",3,False,False,False
ldap_count_values,['ldap.h'],int,['vals'],1,False,False,False
ldap_count_values_len,['ldap.h'],int,['vals'],1,False,False,False
ldap_value_free,['ldap.h'],void,['vals'],1,False,False,False
ldap_value_free_len,['ldap.h'],void,['vals'],1,False,False,False
ldap_delete_s,['ldap.h'],int,"['ld', 'dn']",2,False,False,False
ldap_delete,['ldap.h'],int,"['ld', 'dn']",2,False,False,False
ldap_delete_ext,['ldap.h'],int,"['ld', 'dn', 'serverctrls', 'clientctrls', 'msgidp']",5,False,False,False
ldap_delete_ext_s,['ldap.h'],int,"['ld', 'dn', 'serverctrls', 'clientctrls']",4,False,False,False
ldap_get_dn,['ldap.h'],char *,"['', 'LDAP *ld', 'LDAPMessage *entry']",3,False,False,False
ldap_str2dn,['ldap.h'],int,"['', 'const char *str', 'LDAPDN *dn', 'unsigned flags']",4,False,False,False
ldap_dnfree,['ldap.h'],void,"['', 'LDAPDN dn']",2,False,False,False
ldap_dn2str,['ldap.h'],int,"['', 'LDAPDN dn', 'char **str', 'unsigned flags']",4,False,False,False
*ldap_explode_dn,['ldap.h'],char *,"['', 'const char *dn', 'int notypes']",3,False,False,False
*ldap_explode_rdn,['ldap.h'],char *,"['', 'const char *rdn', 'int notypes']",3,False,False,False
ldap_dn2ufn,['ldap.h'],char *,"['', 'const char * dn']",2,False,False,False
ldap_dn2dcedn,['ldap.h'],char *,"['', 'const char * dn']",2,False,False,False
ldap_dcedn2dn,['ldap.h'],char *,"['', 'const char * dn']",2,False,False,False
ldap_dn2ad_canonical,['ldap.h'],char *,"['', 'const char * dn']",2,False,False,False
ldap_dup,['ldap.h'],LDAP *,"['', 'LDAP *old']",2,False,False,False
ldap_destroy,['ldap.h'],int,"['', 'LDAP *old']",2,False,False,False
ldap_err2string,['ldap.h'],char *,"['', 'int err']",2,False,False,False
ldap_extended_operation,['ldap.h'],int,"['', 'LDAP *ld', 'const char *requestoid', 'const struct berval *requestdata', 'LDAPControl **sctrls', 'LDAPControl **cctrls', 'int *msgidp']",7,False,False,False
ldap_extended_operation_s,['ldap.h'],int,"['', 'LDAP *ld', 'const char *requestoid', 'const struct berval *requestdata', 'LDAPControl **sctrls', 'LDAPControl **cctrls', 'char **retoidp', 'struct berval **retdatap']",8,False,False,False
ldap_first_attribute,['ldap.h'],char *,"['', 'LDAP *ld', 'LDAPMessage *entry', 'BerElement **berptr']",4,False,False,False
ldap_next_attribute,['ldap.h'],char *,"['', 'LDAP *ld', 'LDAPMessage *entry', 'BerElement *ber']",4,False,False,False
ldap_get_attribute_ber,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *entry', 'BerElement *ber', 'BerValue *attr', 'BerVarray *vals']",6,False,False,False
ldap_open,['ldap.h'],LDAP *,"['host', 'port']",2,False,False,False
ldap_init,['ldap.h'],LDAP *,"['host', 'port']",2,False,False,False
ldap_initialize,['ldap.h'],int,"['ldp', 'uri']",2,False,False,False
ldap_connect,['ldap.h'],int,['ldp'],1,False,False,False
ldap_set_urllist_proc,['ldap.h'],int,"['ld', 'proc', 'params']",3,False,False,False
(LDAP_URLLIST_PROC),['ldap.h'],int,"['ld', 'urllist', 'url', 'params']",4,False,False,False
ldap_init_fd,['openldap.h'],int,"['fd', 'proto', 'uri', 'ldp']",4,False,False,False
ldap_start_tls,['ldap.h'],int,['LDAP *ld'],1,False,False,False
ldap_start_tls_s,['ldap.h'],int,"['LDAP *ld', 'LDAPControl **serverctrls', 'LDAPControl **clientctrls']",3,False,False,False
ldap_tls_inplace,['ldap.h'],int,['LDAP *ld'],1,False,False,False
ldap_install_tls,['ldap.h'],int,['LDAP *ld'],1,False,False,False
ldap_is_ldap_url,['ldap.h'],int,"['', 'const char *url']",2,False,False,False
ldap_url_parse,['ldap.h'],int,"['', 'const char *url', 'LDAPURLDesc **ludpp']",3,False,False,False
ldap_free_urldesc,['ldap.h'],void,"['', 'LDAPURLDesc *ludp']",2,False,False,False
ldap_memfree,['ldap.h'],void,['void *p'],1,False,False,False
ldap_memvfree,['ldap.h'],void,['void **v'],1,False,False,False
ldap_memalloc,['ldap.h'],void *,['ber_len_t s'],1,False,False,False
ldap_memcalloc,['ldap.h'],void *,"['ber_len_t n', 'ber_len_t s']",2,False,False,False
ldap_memrealloc,['ldap.h'],void *,"['void *p', 'ber_len_t s']",2,False,False,False
ldap_strdup,['ldap.h'],char *,['LDAP_CONST char *p'],1,False,False,False
ldap_modify_ext,['ldap.h'],int,"['', 'LDAP *ld', 'char *dn', 'LDAPMod *mods[]', 'LDAPControl **sctrls', 'LDAPControl **cctrls', 'int *msgidp']",7,False,False,False
ldap_modify_ext_s,['ldap.h'],int,"['', 'LDAP *ld', 'char *dn', 'LDAPMod *mods[]', 'LDAPControl **sctrls', 'LDAPControl **cctrls']",6,False,False,False
ldap_mods_free,['ldap.h'],void,"['', 'LDAPMod **mods', 'int freemods']",3,False,False,False
ldap_modrdn,['ldap.h'],int,"['ld', 'dn', 'newrdn']",3,False,False,False
ldap_modrdn_s,['ldap.h'],int,"['ld', 'dn', 'newrdn']",3,False,False,False
ldap_modrdn2,['ldap.h'],int,"['ld', 'dn', 'newrdn', 'deleteoldrdn']",4,False,False,False
ldap_modrdn2_s,['ldap.h'],int,"['ld', 'dn', 'newrdn', 'deleteoldrdn']",4,False,False,False
ldap_result,['ldap.h'],int,"['', 'LDAP *ld', 'int msgid', 'int all', 'struct timeval *timeout', 'LDAPMessage **result']",6,False,False,False
ldap_msgfree,['ldap.h'],int,"['', 'LDAPMessage *msg']",2,False,False,False
ldap_msgtype,['ldap.h'],int,"['', 'LDAPMessage *msg']",2,False,False,False
ldap_msgid,['ldap.h'],int,"['', 'LDAPMessage *msg']",2,False,False,False
ldap_parse_result,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *result', 'int *errcodep', 'char **matcheddnp', 'char **errmsgp', 'char ***referralsp', 'LDAPControl ***serverctrlsp', 'int freeit']",9,False,False,False
ldap_parse_extended_result,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *result', 'char **retoidp', 'struct berval **retdatap', 'int freeit']",6,False,False,False
ldap_parse_intermediate,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *result', 'char **retoidp', 'struct berval **retdatap', 'LDAPControl ***serverctrlsp', 'int freeit']",7,False,False,False
ldap_parse_reference,['ldap.h'],int,"['', 'LDAP *ld', 'LDAPMessage *reference', 'char ***referralsp', 'LDAPControl ***serverctrlsp', 'int freeit']",6,False,False,False
ldap_parse_sort_control,['ldap.h'],int,"['ld', 'ctrls', 'returnCode', 'attribute']",4,False,False,False
ldap_parse_vlv_control,['ldap.h'],int,"['', 'ld', 'ctrlp', 'target_posp', 'list_countp', 'contextp', 'errcodep']",7,False,False,False
ldap_rename,['ldap.h'],int,"['', 'ld', 'dn', 'newrdn', 'newparent', 'deleteoldrdn', 'sctrls[]', 'cctrls[]', 'msgidp']",9,False,False,False
ldap_rename_s,['ldap.h'],int,"['', 'ld', 'dn', 'newrdn', 'newparent', 'deleteoldrdn', 'sctrls[]', 'cctrls[]']",8,False,False,False
ldap_search_ext,"['sys/types.h', 'ldap.h']",int,"['', 'LDAP *ld', 'char *base', 'int scope', 'char *filter', 'char *attrs[]', 'int attrsonly', 'LDAPControl **serverctrls', 'LDAPControl **clientctrls', 'struct timeval *timeout', 'int sizelimit', 'int *msgidp']",12,False,False,False
ldap_search_ext_s,"['sys/types.h', 'ldap.h']",int,"['', 'LDAP *ld', 'char *base', 'int scope', 'char *filter', 'char *attrs[]', 'int attrsonly', 'LDAPControl **serverctrls', 'LDAPControl **clientctrls', 'struct timeval *timeout', 'int sizelimit', 'LDAPMessage **res']",12,False,False,False
ldap_sync_init,['ldap.h'],int,"['ldap_sync_t *ls', 'int mode']",2,False,False,False
ldap_sync_init_refresh_only,['ldap.h'],int,['ldap_sync_t *ls'],1,False,False,False
ldap_sync_init_refresh_and_persist,['ldap.h'],int,['ldap_sync_t *ls'],1,False,False,False
ldap_sync_poll,['ldap.h'],int,['ldap_sync_t *ls'],1,False,False,False
ldap_sync_initialize,['ldap.h'],ldap_sync_t *,['ldap_sync_t *ls'],1,False,False,False
ldap_sync_destroy,['ldap.h'],void,"['ldap_sync_t *ls', 'int freeit']",2,False,False,False
(*ldap_sync_search_entry_f),['ldap.h'],typedef int,"['ldap_sync_t *ls', 'LDAPMessage *msg', 'struct berval *entryUUID', 'ldap_sync_refresh_t phase']",4,False,False,False
(*ldap_sync_search_reference_f),['ldap.h'],typedef int,"['ldap_sync_t *ls', 'LDAPMessage *msg']",2,False,False,False
(*ldap_sync_intermediate_f),['ldap.h'],typedef int,"['ldap_sync_t *ls', 'LDAPMessage *msg', 'BerVarray syncUUIDs', 'ldap_sync_refresh_t phase']",4,False,False,False
(*ldap_sync_search_result_f),['ldap.h'],typedef int,"['ldap_sync_t *ls', 'LDAPMessage *msg', 'int refreshDeletes']",3,False,False,False
ldexp,['math.h'],double,"['double x', 'int exp']",2,False,False,False
 ,['math.h'],double,"['double x', 'int exp']",2,False,True,False
ldexpf,['math.h'],float,"['float x', 'int exp']",2,False,False,False
 ,['math.h'],float,"['float x', 'int exp']",2,False,True,False
ldexpl,['math.h'],long double,"['long double x', 'int exp']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'int exp']",2,False,True,False
lfind,['search.h'],void *,"['const void *key', 'const void *base', 'size_t *nmemb', 'size_t size', 'int(*compar)(const void *, const void *)']",5,False,False,False
 ,['search.h'],void *,"['const void *key', 'const void *base', 'size_t *nelp', 'size_t width', 'int (*compar)(const void *, const void *)']",5,False,True,False
lsearch,['search.h'],void *,"['const void *key', 'void *base', 'size_t *nmemb', 'size_t size', 'int(*compar)(const void *, const void *)']",5,False,False,False
 ,['search.h'],void *,"['const void *key', 'void *base', 'size_t *nelp', 'size_t width', 'int (*compar)(const void *, const void *)']",5,False,True,False
lgamma,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
lgammaf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
lgammal,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
lgamma_r,['math.h'],double,"['double x', 'int *signp']",2,False,False,False
lgammaf_r,['math.h'],float,"['float x', 'int *signp']",2,False,False,False
lgammal_r,['math.h'],long double,"['long double x', 'int *signp']",2,False,False,False
Expect_Init,['expect_tcl.h'],,['interp'],1,False,False,False
exp_parse_argv,['expect_tcl.h'],void,"['Tcl_Interp *', 'argc', '**argv']",3,False,False,False
exp_interpreter,['expect_tcl.h'],int,['Tcl_Interp *'],1,False,False,False
exp_interpret_cmdfile,['expect_tcl.h'],void,"['Tcl_Interp *', '*']",2,False,False,False
exp_interpret_cmdfilename,['expect_tcl.h'],void,"['Tcl_Interp *', '*']",2,False,False,False
exp_interpret_rcfiles,['expect_tcl.h'],void,"['Tcl_Interp *', 'my_rc', 'sys_rc']",3,False,False,False
exp_cook,['expect_tcl.h'],char *,"['char *s', '*len']",2,False,False,False
exp_exit,['expect_tcl.h'],void,"['Tcl_Interp *', 'status']",2,False,False,False
exp_exit_handlers,['expect_tcl.h'],void,['Tcl_Interp *'],1,False,False,False
exp_error,['expect_tcl.h'],void,"['Tcl_Interp', '*', '']",3,False,False,False
magic_open,['magic.h'],magic_t,['int flags'],1,False,False,False
magic_close,['magic.h'],void,['magic_t cookie'],1,False,False,False
magic_error,['magic.h'],const char *,['magic_t cookie'],1,False,False,False
magic_errno,['magic.h'],int,['magic_t cookie'],1,False,False,False
magic_descriptor,['magic.h'],const char *,"['magic_t cookie', 'int fd']",2,False,False,False
magic_file,['magic.h'],const char *,"['magic_t cookie', 'const char *filename']",2,False,False,False
magic_buffer,['magic.h'],const char *,"['magic_t cookie', 'const void *buffer', 'size_t length']",3,False,False,False
magic_getflags,['magic.h'],int,['magic_t cookie'],1,False,False,False
magic_setflags,['magic.h'],int,"['magic_t cookie', 'int flags']",2,False,False,False
magic_check,['magic.h'],int,"['magic_t cookie', 'const char *filename']",2,False,False,False
magic_compile,['magic.h'],int,"['magic_t cookie', 'const char *filename']",2,False,False,False
magic_list,['magic.h'],int,"['magic_t cookie', 'const char *filename']",2,False,False,False
magic_load,['magic.h'],int,"['magic_t cookie', 'const char *filename']",2,False,False,False
magic_load_buffers,['magic.h'],int,"['magic_t cookie', 'void **buffers', 'size_t *sizes', 'size_t nbuffers']",4,False,False,False
magic_getparam,['magic.h'],int,"['magic_t cookie', 'int param', 'void *value']",3,False,False,False
magic_setparam,['magic.h'],int,"['magic_t cookie', 'int param', 'const void *value']",3,False,False,False
magic_version,['magic.h'],int,['void'],0,False,False,False
rtnl_open,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtnl_handle *rth', 'unsigned subscriptions']",2,False,False,False
rtnl_wilddump_request,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtnl_handle *rth', 'int family', 'int type']",3,False,False,False
rtnl_send,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtnl_handle *rth', 'char *buf', 'int len']",3,False,False,False
rtnl_dump_request,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtnl_handle *rth', 'int type', 'void *req', 'int len']",4,False,False,False
rtnl_dump_filter,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtnl_handle *rth', 'int (*filter)(struct sockaddr_nl *', 'void *arg1', 'int (*junk)(struct sockaddr_nl *', 'void *arg2']",5,False,False,False
rtnl_talk,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtnl_handle *rtnl', 'struct nlmsghdr *n', 'pid_t peer', 'unsigned groups', 'struct nlmsghdr *answer', 'int (*junk)(struct sockaddr_nl *', 'void *jarg']",7,False,False,False
rtnl_listen,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtnl_handle *rtnl', 'int (*handler)(struct sockaddr_nl *', 'void *jarg']",3,False,False,False
rtnl_from_file,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['FILE *rtnl', 'int (*handler)(struct sockaddr_nl *', 'void *jarg']",3,False,False,False
addattr32,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct nlmsghdr *n', 'int maxlen', 'int type', '__u32 data']",4,False,False,False
addattr_l,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct nlmsghdr *n', 'int maxlen', 'int type', 'void *data', 'int alen']",5,False,False,False
rta_addattr32,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtattr *rta', 'int maxlen', 'int type', '__u32 data']",4,False,False,False
rta_addattr_l,"['asm/types.h', 'libnetlink.h', 'linux/netlink.h', 'linux/rtnetlink.h']",int,"['struct rtattr *rta', 'int maxlen', 'int type', 'void *data', 'int alen']",5,False,False,False
acl_free,"['sys/types.h', 'sys/acl.h']",int,['void *obj_p'],1,False,False,False
add_wch,['curses.h'],int,"['', 'const cchar_t *wch']",2,False,False,False
wadd_wch,['curses.h'],int,"['', 'WINDOW *win', 'const cchar_t *wch']",3,False,False,False
mvadd_wch,['curses.h'],int,"['', 'int y', 'int x', 'const cchar_t *wch']",4,False,False,False
mvwadd_wch,['curses.h'],int,"['', 'WINDOW *win', 'int y', 'int x', 'const cchar_t *wch']",5,False,False,False
echo_wchar,['curses.h'],int,"['', 'const cchar_t *wch']",2,False,False,False
wecho_wchar,['curses.h'],int,"['', 'WINDOW *win', 'const cchar_t *wch']",3,False,False,False
attr_multi,['attr/attributes.h'],int,"['const char *path', 'attr_multiop_t *oplist', 'int count', 'int flags']",4,False,False,False
attr_multif,['attr/attributes.h'],int,"['int fd', 'attr_multiop_t *oplist', 'int count', 'int flags']",4,False,False,False
auparse_reset,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
avc_add_callback,"['selinux/selinux.h', 'selinux/avc.h']",int,"['int (*callback)(uint32_t event', 'uint32_t events', 'security_id_t ssid', 'security_id_t tsid', 'security_class_t tclass', 'access_vector_t perms']",6,False,False,False
bind,['sys/socket.h'],int,"['int socket', 'const struct sockaddr *address', 'socklen_t address_len']",3,False,True,False
bsd_signal,['signal.h'],sighandler_t,"['int signum', 'sighandler_t handler']",2,False,False,False
capng_lock,['cap-ng.h'],int,['void'],0,False,False,False
cfree,['stdlib.h'],int,['void *ptr'],1,False,False,False
chdir,['unistd.h'],int,['const char *path'],1,False,True,False
close,['unistd.h'],int,['int fildes'],1,False,True,False
creat,"['sys/stat.h', 'fcntl.h']",int,"['const char *path', 'mode_t mode']",2,False,True,False
tzset,['time.h'],void,['void'],0,False,True,False
gettext,['libintl.h'],char *,['const char * msgid'],1,False,False,False
dgettext,['libintl.h'],char *,"['const char * domainname', 'const char * msgid']",2,False,False,False
dcgettext,['libintl.h'],char *,"['const char * domainname', 'const char * msgid', 'int category']",3,False,False,False
define_key,['curses.h'],int,"['const char *definition', 'int keycode']",2,False,False,False
TRACEPOINT_ENUM,['lttng/tracepoint.h'],#define,"['prov_name', 'enum_name', 'mappings']",3,False,False,False
TRACEPOINT_EVENT,['lttng/tracepoint.h'],#define,"['prov_name', 't_name', 'args', 'fields']",4,False,False,False
TRACEPOINT_EVENT_CLASS,['lttng/tracepoint.h'],#define,"['prov_name', 'class_name', 'args', 'fields']",4,False,False,False
TRACEPOINT_EVENT_INSTANCE,['lttng/tracepoint.h'],#define,"['prov_name', 'class_name', 't_name', 'args']",4,False,False,False
TRACEPOINT_LOGLEVEL,['lttng/tracepoint.h'],#define,"['prov_name', 't_name', 'level']",3,False,False,False
ctf_array,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_nowrite,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_nowrite_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_network,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_network_nowrite,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_network_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_network_nowrite_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_text,['lttng/tracepoint.h'],#define,"['char', 'field_name', 'expr', 'count']",4,False,False,False
ctf_array_text_nowrite,['lttng/tracepoint.h'],#define,"['char', 'field_name', 'expr', 'count']",4,False,False,False
ctf_enum,['lttng/tracepoint.h'],#define,"['prov_name', 'enum_name', 'int_type', 'field_name', 'expr']",5,False,False,False
ctf_enum_nowrite,['lttng/tracepoint.h'],#define,"['prov_name', 'enum_name', 'int_type', 'field_name', 'expr']",5,False,False,False
ctf_enum_value,['lttng/tracepoint.h'],#define,"['label', 'value']",2,False,False,False
ctf_enum_range,['lttng/tracepoint.h'],#define,"['label', 'start', 'end']",3,False,False,False
ctf_float,['lttng/tracepoint.h'],#define,"['float_type', 'field_name', 'expr']",3,False,False,False
ctf_float_nowrite,['lttng/tracepoint.h'],#define,"['float_type', 'field_name', 'expr']",3,False,False,False
ctf_integer,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr']",3,False,False,False
ctf_integer_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr']",3,False,False,False
ctf_integer_network,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr']",3,False,False,False
ctf_integer_network_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr']",3,False,False,False
ctf_integer_nowrite,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr']",3,False,False,False
ctf_sequence,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_nowrite,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_nowrite_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_network,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_network_nowrite,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_network_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_network_nowrite_hex,['lttng/tracepoint.h'],#define,"['int_type', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_text,['lttng/tracepoint.h'],#define,"['char', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_sequence_text_nowrite,['lttng/tracepoint.h'],#define,"['char', 'field_name', 'expr', 'len_type', 'len_expr']",5,False,False,False
ctf_string,['lttng/tracepoint.h'],#define,"['field_name', 'expr']",2,False,False,False
ctf_string_nowrite,['lttng/tracepoint.h'],#define,"['field_name', 'expr']",2,False,False,False
do_tracepoint,['lttng/tracepoint.h'],#define,"['prov_name', 't_name', '...']",3 or more,False,False,False
tracepoint,['lttng/tracepoint.h'],#define,"['prov_name', 't_name', '...']",3 or more,False,False,False
tracepoint_enabled,['lttng/tracepoint.h'],#define,"['prov_name', 't_name']",2,False,False,False
new_field,['form.h'],FIELD *,"['int height', 'int width', 'int toprow', 'int leftcol', 'int offscreen', 'int nbuffers']",6,False,False,False
dup_field,['form.h'],FIELD *,"['FIELD *field', 'int toprow', 'int leftcol']",3,False,False,False
link_field,['form.h'],FIELD *,"['FIELD *field', 'int toprow', 'int leftcol']",3,False,False,False
free_field,['form.h'],int,['FIELD *field'],1,False,False,False
endutxent,['utmpx.h'],void,['void'],0,False,True,False
getutxent,['utmpx.h'],struct utmpx *,['void'],0,False,True,False
getutxid,['utmpx.h'],struct utmpx *,['const struct utmpx *id'],1,False,True,False
getutxline,['utmpx.h'],struct utmpx *,['const struct utmpx *line'],1,False,True,False
pututxline,['utmpx.h'],struct utmpx *,['const struct utmpx *utmpx'],1,False,True,False
setutxent,['utmpx.h'],void,['void'],0,False,True,False
new_fieldtype,['form.h'],FIELDTYPE *,"['bool (* const field_check)(FIELD *', 'bool (* const char_check)(int, const void *)']",2,False,False,False
free_fieldtype,['form.h'],int,['FIELDTYPE *fieldtype'],1,False,False,False
set_fieldtype_arg,['form.h'],int,"['FIELDTYPE *fieldtype', 'void *(* const make_arg)(va_list *)', 'void *(* const copy_arg)(const void *)', 'void (* const free_arg)(void *)']",4,False,False,False
set_fieldtype_choice,['form.h'],int,"['FIELDTYPE *fieldtype', 'bool (* const next_choice)(FIELD *', 'bool (* const prev_choice)(FIELD *, const void *)']",3,False,False,False
link_fieldtype,['form.h'],FIELDTYPE *,"['FIELDTYPE *type1', 'FIELDTYPE *type2']",2,False,False,False
field_arg,['form.h'],void *,['const FIELD *field'],1,False,False,False
field_type,['form.h'],FIELDTYPE *,['const FIELD *field'],1,False,False,False
set_field_type,['form.h'],int,"['FIELD *field', 'FIELDTYPE *type', '...']",3 or more,False,False,False
putc,['stdio.h'],int,"['int c', 'FILE *stream']",2,False,True,False
putchar,['stdio.h'],int,['int c'],1,False,True,False
puts,['stdio.h'],int,['const char *s'],1,False,True,False
putwc,"['stdio.h', 'wchar.h']",wint_t,"['wchar_t wc', 'FILE *stream']",2,False,True,False
fstat,['sys/stat.h'],int,"['int fildes', 'struct stat *buf']",2,False,True,False
nftw,['ftw.h'],int,"['const char *path', 'int (*fn)(const char *', 'int fd_limit', 'int flags']",4,False,True,False
gcvt,['stdlib.h'],char *,"['double number', 'int ndigit', 'char *buf']",3,False,False,False
get_auditfail_action,['libaudit.h'],int,['auditfail_t *failmode'],1,False,False,False
sethostid,['unistd.h'],int,['long hostid'],1,False,False,False
getmsg,['stropts.h'],int,"['int fildes', 'struct strbuf *restrict ctlptr', 'struct strbuf *restrict dataptr', 'int *restrict flagsp']",4,False,True,False
getrpcent_r,['netdb.h'],int,"['struct rpcent *result_buf', 'char *buf', 'size_t buflen', 'struct rpcent **result']",4,False,False,False
getrpcbyname_r,['netdb.h'],int,"['const char *name', 'struct rpcent *result_buf', 'char *buf', 'size_t buflen', 'struct rpcent **result']",5,False,False,False
getrpcbynumber_r,['netdb.h'],int,"['int number', 'struct rpcent *result_buf', 'char *buf', 'size_t buflen', 'struct rpcent **result']",5,False,False,False
getsockname,['sys/socket.h'],int,"['int socket', 'struct sockaddr *restrict address', 'socklen_t *restrict address_len']",3,False,True,False
gnutls_aead_cipher_decrypt,['gnutls/crypto.h'],int,"['gnutls_aead_cipher_hd_t handle', 'const void * nonce', 'size_t nonce_len', 'const void * auth', 'size_t auth_len', 'size_t tag_size', 'const void * ctext', 'size_t ctext_len', 'void * ptext', 'size_t * ptext_len']",10,False,False,False
getgid,['unistd.h'],gid_t,['void'],0,False,True,False
getpid,['unistd.h'],pid_t,['void'],0,False,True,False
getmntent_r,['mntent.h'],struct mntent *,"['FILE *restrict streamp', 'struct mntent *restrict mntbuf', 'char *restrict buf', 'int buflen']",4,False,False,False
insch,['curses.h'],int,['chtype ch'],1,False,False,False
