function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
mktemp,['stdlib.h'],char *,['char *template'],1,False,False,False
mktime,['time.h'],time_t,['struct tm *timeptr'],1,False,True,False
mlock,['sys/mman.h'],int,"['const void *addr', 'size_t len']",2,False,True,False
mlockall,['sys/mman.h'],int,['int flags'],1,False,True,False
mmap,['sys/mman.h'],void *,"['void *addr', 'size_t length', 'int prot', 'int flags', 'int fd', 'off_t offset']",6,False,False,False
modf,['math.h'],double,"['double x', 'double *iptr']",2,False,False,False
 ,['math.h'],double,"['double x', 'double *iptr']",2,False,True,False
modff,['math.h'],float,"['float x', 'float *iptr']",2,False,False,False
 ,['math.h'],float,"['float value', 'float *iptr']",2,False,True,False
modfl,['math.h'],long double,"['long double x', 'long double *iptr']",2,False,False,False
 ,['math.h'],long double,"['long double value', 'long double *iptr']",2,False,True,False
mprobe,['mcheck.h'],enum mcheck_status,['void *ptr'],1,False,False,False
mprotect,['sys/mman.h'],int,"['void *addr', 'size_t len', 'int prot']",3,False,True,False
mq_close,['mqueue.h'],int,['mqd_t mqdes'],1,False,False,False
 ,['mqueue.h'],int,['mqd_t mqdes'],1,False,True,False
mq_getattr,['mqueue.h'],int,"['mqd_t mqdes', 'struct mq_attr *attr']",2,False,False,False
 ,['mqueue.h'],int,"['mqd_t mqdes', 'struct mq_attr *mqstat']",2,False,True,False
mq_notify,['mqueue.h'],int,"['mqd_t mqdes', 'const struct sigevent *sevp']",2,False,False,False
 ,['mqueue.h'],int,"['mqd_t mqdes', 'const struct sigevent *notification']",2,False,True,False
mq_open,"['fcntl.h', 'sys/stat.h', 'mqueue.h']",mqd_t,"['const char *name', 'int oflag']",2,False,False,False
 ,['mqueue.h'],mqd_t,"['const char *name', 'int oflag', '...']",3 or more,False,True,False
mq_receive,['mqueue.h'],ssize_t,"['mqd_t mqdes', 'char *msg_ptr', 'size_t msg_len', 'unsigned int *msg_prio']",4,False,False,False
 ,['mqueue.h'],ssize_t,"['mqd_t mqdes', 'char *msg_ptr', 'size_t msg_len', 'unsigned *msg_prio']",4,False,True,False
mq_send,['mqueue.h'],int,"['mqd_t mqdes', 'const char *msg_ptr', 'size_t msg_len', 'unsigned int msg_prio']",4,False,False,False
 ,['mqueue.h'],int,"['mqd_t mqdes', 'const char *msg_ptr', 'size_t msg_len', 'unsigned msg_prio']",4,False,True,False
mq_setattr,['mqueue.h'],int,"['mqd_t mqdes', 'const struct mq_attr *restrict newattr', 'struct mq_attr *restrict oldattr']",3,False,False,False
 ,['mqueue.h'],int,"['mqd_t mqdes', 'const struct mq_attr *restrict mqstat', 'struct mq_attr *restrict omqstat']",3,False,True,False
mq_timedreceive,"['time.h', 'mqueue.h']",ssize_t,"['mqd_t mqdes', 'char *restrict msg_ptr', 'size_t msg_len', 'unsigned int *restrict msg_prio', 'const struct timespec *restrict abs_timeout']",5,False,False,False
 ,"['mqueue.h', 'time.h']",ssize_t,"['mqd_t mqdes', 'char *restrict msg_ptr', 'size_t msg_len', 'unsigned *restrict msg_prio', 'const struct timespec *restrict abstime']",5,False,True,False
mq_timedsend,"['time.h', 'mqueue.h']",int,"['mqd_t mqdes', 'const char *msg_ptr', 'size_t msg_len', 'unsigned int msg_prio', 'const struct timespec *abs_timeout']",5,False,False,False
 ,"['mqueue.h', 'time.h']",int,"['mqd_t mqdes', 'const char *msg_ptr', 'size_t msg_len', 'unsigned msg_prio', 'const struct timespec *abstime']",5,False,True,False
mq_unlink,['mqueue.h'],int,['const char *name'],1,False,False,False
 ,['mqueue.h'],int,['const char *name'],1,False,True,False
mrand48,['stdlib.h'],long,['void'],0,False,True,False
mrand48_r,['stdlib.h'],int,"['struct drand48_data *restrict buffer', 'long *restrict result']",2,False,False,False
msgctl,['sys/msg.h'],int,"['int msqid', 'int cmd', 'struct msqid_ds *buf']",3,False,True,False
msgget,['sys/msg.h'],int,"['key_t key', 'int msgflg']",2,False,True,False
msgrcv,['sys/msg.h'],ssize_t,"['int msqid', 'void *msgp', 'size_t msgsz', 'long msgtyp', 'int msgflg']",5,False,True,False
msgsnd,['sys/msg.h'],int,"['int msqid', 'const void *msgp', 'size_t msgsz', 'int msgflg']",4,False,True,False
msync,['sys/mman.h'],int,"['void *addr', 'size_t len', 'int flags']",3,False,True,False
mtrace,['mcheck.h'],void,['void'],0,False,False,False
munlock,['sys/mman.h'],int,"['const void *addr', 'size_t len']",2,False,True,False
munlockall,['sys/mman.h'],int,['void'],0,False,True,False
munmap,['sys/mman.h'],int,"['void *addr', 'size_t length']",2,False,False,False
muntrace,['mcheck.h'],void,['void'],0,False,False,False
nan,['math.h'],double,['const char *tagp'],1,False,False,False
 ,['math.h'],double,['const char *tagp'],1,False,True,False
nanf,['math.h'],float,['const char *tagp'],1,False,False,False
 ,['math.h'],float,['const char *tagp'],1,False,True,False
nanl,['math.h'],long double,['const char *tagp'],1,False,False,False
 ,['math.h'],long double,['const char *tagp'],1,False,True,False
nanosleep,['time.h'],int,"['const struct timespec *rqtp', 'struct timespec *rmtp']",2,False,True,False
nearbyint,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
nearbyintf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
nearbyintl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
newlocale,['locale.h'],locale_t,"['int category_mask', 'const char *locale', 'locale_t base']",3,False,True,False
nextafter,['math.h'],double,"['double x', 'double y']",2,False,False,False
 ,['math.h'],double,"['double x', 'double y']",2,False,True,False
nextafterf,['math.h'],float,"['float x', 'float y']",2,False,False,False
 ,['math.h'],float,"['float x', 'float y']",2,False,True,False
nextafterl,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
nextdown,['math.h'],double,['double x'],1,False,False,True
nextdownf,['math.h'],float,['float x'],1,False,False,True
nextdownl,['math.h'],long double,['long double x'],1,False,False,True
nexttoward,['math.h'],double,"['double x', 'long double y']",2,False,False,False
 ,['math.h'],double,"['double x', 'long double y']",2,False,True,False
nexttowardf,['math.h'],float,"['float x', 'long double y']",2,False,False,False
 ,['math.h'],float,"['float x', 'long double y']",2,False,True,False
nexttowardl,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
nextup,['math.h'],double,['double x'],1,False,False,True
nextupf,['math.h'],float,['float x'],1,False,False,True
nextupl,['math.h'],long double,['long double x'],1,False,False,True
nftw,['ftw.h'],int,"['const char *path', 'int (*fn)(const char *', 'int fd_limit', 'int flags']",4,False,True,False
ngettext,['libintl.h'],char *,"['const char * msgid', 'const char * msgid_plural', 'unsigned long int n']",3,False,False,False
nice,['unistd.h'],int,['int incr'],1,False,True,False
nl_langinfo,['langinfo.h'],char *,['nl_item item'],1,False,False,False
 ,['langinfo.h'],char *,['nl_item item'],1,False,True,False
nl_langinfo_l,['langinfo.h'],char *,"['nl_item item', 'locale_t locale']",2,False,False,False
 ,['langinfo.h'],char *,"['nl_item item', 'locale_t locale']",2,False,True,False
nrand48,['stdlib.h'],long,['unsigned short xsubi[3]'],1,False,True,False
nrand48_r,['stdlib.h'],int,"['unsigned short xsubi[3]', 'struct drand48_data *restrict buffer', 'long *restrict result']",3,False,False,False
ntohl,['arpa/inet.h'],uint32_t,['uint32_t netlong'],1,False,True,False
ntohs,['arpa/inet.h'],uint16_t,['uint16_t netshort'],1,False,True,False
ntp_adjtime,['sys/timex.h'],int,['struct timex *buf'],1,False,False,False
ntp_gettime,['sys/timex.h'],int,['struct ntptimeval *ntv'],1,False,False,False
ntp_gettimex,['sys/timex.h'],int,['struct ntptimeval *ntv'],1,False,False,False
on_exit,['stdlib.h'],int,"['void (*function)(int', 'void *arg']",2,False,False,False
open,"['sys/stat.h', 'fcntl.h']",int,"['const char *path', 'int oflag', '...']",3 or more,False,True,False
openat,"['sys/stat.h', 'fcntl.h']",int,"['int fd', 'const char *path', 'int oflag', '...']",4 or more,False,True,False
opendir,['dirent.h'],DIR *,['const char *dirname'],1,False,True,False
openlog,['syslog.h'],void,"['const char *ident', 'int logopt', 'int facility']",3,False,True,False
open_memstream,['stdio.h'],FILE *,"['char **ptr', 'size_t *sizeloc']",2,False,False,False
 ,['stdio.h'],FILE *,"['char **bufp', 'size_t *sizep']",2,False,True,False
openpty,['pty.h'],int,"['int *amaster', 'int *aslave', 'char *name', 'const struct termios *termp', 'const struct winsize *winp']",5,False,False,False
open_wmemstream,['wchar.h'],FILE *,"['wchar_t **ptr', 'size_t *sizeloc']",2,False,False,False
 ,['wchar.h'],FILE *,"['wchar_t **bufp', 'size_t *sizep']",2,False,True,False
passwd2des,['rpc/des_crypt.h'],void,"['char *passwd', 'char *key']",2,False,False,False
pathconf,['unistd.h'],long,"['const char *path', 'int name']",2,False,True,False
pause,['unistd.h'],int,['void'],0,False,True,False
pclose,['stdio.h'],int,['FILE *stream'],1,False,False,False
 ,['stdio.h'],int,['FILE *stream'],1,False,True,False
perror,['stdio.h'],void,['const char *s'],1,False,False,False
 ,['stdio.h'],void,['const char *s'],1,False,True,False
pipe,['unistd.h'],int,['int fildes[2]'],1,False,True,False
pmap_getmaps,['rpc/rpc.h'],struct pmaplist *,['struct sockaddr_in *addr'],1,False,False,False
pmap_getport,['rpc/rpc.h'],unsigned short,"['struct sockaddr_in *addr', 'unsigned long prognum', 'unsigned long versnum', 'unsigned int protocol']",4,False,False,False
pmap_rmtcall,['rpc/rpc.h'],enum clnt_stat,"['struct sockaddr_in *addr', 'unsigned long prognum', 'unsigned long versnum', 'unsigned long procnum', 'xdrproc_t inproc', 'char *in', 'xdrproc_t outproc', 'char *out', 'struct timeval tout', 'unsigned long *portp']",10,False,False,False
pmap_set,['rpc/rpc.h'],bool_t,"['unsigned long prognum', 'unsigned long versnum', 'int protocol', 'unsigned short port']",4,False,False,False
pmap_unset,['rpc/rpc.h'],bool_t,"['unsigned long prognum', 'unsigned long versnum']",2,False,False,False
poll,['poll.h'],int,"['struct pollfd fds[]', 'nfds_t nfds', 'int timeout']",3,False,True,False
popen,['stdio.h'],FILE *,"['const char *command', 'const char *type']",2,False,False,False
 ,['stdio.h'],FILE *,"['const char *command', 'const char *mode']",2,False,True,False
posix_fadvise,['fcntl.h'],int,"['int fd', 'off_t offset', 'off_t len', 'int advice']",4,False,True,False
posix_fallocate,['fcntl.h'],int,"['int fd', 'off_t offset', 'off_t len']",3,False,False,False
 ,['fcntl.h'],int,"['int fd', 'off_t offset', 'off_t len']",3,False,True,False
posix_madvise,['sys/mman.h'],int,"['void *addr', 'size_t len', 'int advice']",3,False,False,False
 ,['sys/mman.h'],int,"['void *addr', 'size_t len', 'int advice']",3,False,True,False
posix_memalign,['stdlib.h'],int,"['void **memptr', 'size_t alignment', 'size_t size']",3,False,True,False
posix_openpt,"['stdlib.h', 'fcntl.h']",int,['int flags'],1,False,False,False
 ,"['stdlib.h', 'fcntl.h']",int,['int oflag'],1,False,True,False
posix_spawn,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict path', 'const posix_spawn_file_actions_t *restrict file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,False,False
 ,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict path', 'const posix_spawn_file_actions_t *file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,True,False
posix_spawnattr_destroy,['spawn.h'],int,['posix_spawnattr_t *attr'],1,False,True,False
posix_spawnattr_getflags,['spawn.h'],int,"['const posix_spawnattr_t *restrict attr', 'short *restrict flags']",2,False,True,False
posix_spawnattr_getpgroup,['spawn.h'],int,"['const posix_spawnattr_t *restrict attr', 'pid_t *restrict pgroup']",2,False,True,False
posix_spawnattr_getschedparam,"['spawn.h', 'sched.h']",int,"['const posix_spawnattr_t *restrict attr', 'struct sched_param *restrict schedparam']",2,False,True,False
posix_spawnattr_getschedpolicy,"['spawn.h', 'sched.h']",int,"['const posix_spawnattr_t *restrict attr', 'int *restrict schedpolicy']",2,False,True,False
posix_spawnattr_getsigdefault,"['signal.h', 'spawn.h']",int,"['const posix_spawnattr_t *restrict attr', 'sigset_t *restrict sigdefault']",2,False,True,False
posix_spawnattr_getsigmask,"['signal.h', 'spawn.h']",int,"['const posix_spawnattr_t *restrict attr', 'sigset_t *restrict sigmask']",2,False,True,False
posix_spawnattr_init,['spawn.h'],int,['posix_spawnattr_t *attr'],1,False,True,False
posix_spawnattr_setflags,['spawn.h'],int,"['posix_spawnattr_t *attr', 'short flags']",2,False,True,False
posix_spawnattr_setpgroup,['spawn.h'],int,"['posix_spawnattr_t *attr', 'pid_t pgroup']",2,False,True,False
posix_spawnattr_setschedparam,"['spawn.h', 'sched.h']",int,"['posix_spawnattr_t *restrict attr', 'const struct sched_param *restrict schedparam']",2,False,True,False
posix_spawnattr_setschedpolicy,"['spawn.h', 'sched.h']",int,"['posix_spawnattr_t *attr', 'int schedpolicy']",2,False,True,False
posix_spawnattr_setsigdefault,"['signal.h', 'spawn.h']",int,"['posix_spawnattr_t *restrict attr', 'const sigset_t *restrict sigdefault']",2,False,True,False
posix_spawnattr_setsigmask,"['signal.h', 'spawn.h']",int,"['posix_spawnattr_t *restrict attr', 'const sigset_t *restrict sigmask']",2,False,True,False
posix_spawn_file_actions_addclose,['spawn.h'],int,"['posix_spawn_file_actions_t *file_actions', 'int fildes']",2,False,True,False
posix_spawn_file_actions_adddup2,['spawn.h'],int,"['posix_spawn_file_actions_t *file_actions', 'int fildes', 'int newfildes']",3,False,True,False
posix_spawn_file_actions_addopen,['spawn.h'],int,"['posix_spawn_file_actions_t *restrict file_actions', 'int fildes', 'const char *restrict path', 'int oflag', 'mode_t mode']",5,False,True,False
posix_spawn_file_actions_destroy,['spawn.h'],int,['posix_spawn_file_actions_t *file_actions'],1,False,True,False
posix_spawn_file_actions_init,['spawn.h'],int,['posix_spawn_file_actions_t *file_actions'],1,False,True,False
posix_spawnp,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict file', 'const posix_spawn_file_actions_t *restrict file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,False,False
 ,['spawn.h'],int,"['pid_t *restrict pid', 'const char *restrict file', 'const posix_spawn_file_actions_t *file_actions', 'const posix_spawnattr_t *restrict attrp', 'char *const argv[restrict]', 'char *const envp[restrict]']",6,False,True,False
pow,['math.h'],double,"['double x', 'double y']",2,False,False,False
 ,['math.h'],double,"['double x', 'double y']",2,False,True,False
pow10,['math.h'],double,['double x'],1,False,False,True
pow10f,['math.h'],float,['float x'],1,False,False,True
pow10l,['math.h'],long double,['long double x'],1,False,False,True
powf,['math.h'],float,"['float x', 'float y']",2,False,False,False
 ,['math.h'],float,"['float x', 'float y']",2,False,True,False
powl,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
pread,['unistd.h'],ssize_t,"['int fildes', 'void *buf', 'size_t nbyte', 'off_t offset']",4,False,True,False
printf,['stdio.h'],int,"['const char *restrict format', '...']",2 or more,False,True,False
prlimit,['sys/resource.h'],int,"['pid_t pid', 'int resource', 'const struct rlimit *new_limit', 'struct rlimit *old_limit']",4,False,False,False
profil,['unistd.h'],int,"['unsigned short *buf', 'size_t bufsiz', 'size_t offset', 'unsigned int scale']",4,False,False,False
pselect,['sys/select.h'],int,"['int nfds', 'fd_set *restrict readfds', 'fd_set *restrict writefds', 'fd_set *restrict errorfds', 'const struct timespec *restrict timeout', 'const sigset_t *restrict sigmask']",6,False,True,False
psiginfo,['signal.h'],void,"['const siginfo_t *pinfo', 'const char *s']",2,False,False,False
 ,['signal.h'],void,"['const siginfo_t *pinfo', 'const char *message']",2,False,True,False
psignal,['signal.h'],void,"['int sig', 'const char *s']",2,False,False,False
 ,['signal.h'],void,"['int signum', 'const char *message']",2,False,True,False
pthread_atfork,['pthread.h'],int,"['void (*prepare)(void)', 'void (*parent)(void)', 'void (*child)(void)']",3,False,False,False
 ,['pthread.h'],int,"['void (*prepare)(void)', 'void (*parent)(void)', 'void (*child)(void)']",3,False,True,False
pthread_attr_destroy,['pthread.h'],int,['pthread_attr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_attr_t *attr'],1,False,True,False
pthread_attr_getaffinity_np,['pthread.h'],int,"['const pthread_attr_t *attr', 'size_t cpusetsize', 'cpu_set_t *cpuset']",3,False,False,True
pthread_attr_getdetachstate,['pthread.h'],int,"['const pthread_attr_t *attr', 'int *detachstate']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *attr', 'int *detachstate']",2,False,True,False
pthread_attr_getguardsize,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict guardsize']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict guardsize']",2,False,True,False
pthread_attr_getinheritsched,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict inheritsched']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict inheritsched']",2,False,True,False
pthread_attr_getschedparam,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'struct sched_param *restrict param']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'struct sched_param *restrict param']",2,False,True,False
pthread_attr_getschedpolicy,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict policy']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict policy']",2,False,True,False
pthread_attr_getscope,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict scope']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'int *restrict contentionscope']",2,False,True,False
pthread_attr_getsigmask_np,['pthread.h'],int,"['const pthread_attr_t *attr', 'sigset_t *sigmask']",2,False,False,True
pthread_attr_getstack,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'void **restrict stackaddr', 'size_t *restrict stacksize']",3,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'void **restrict stackaddr', 'size_t *restrict stacksize']",3,False,True,False
pthread_attr_getstackaddr,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'void **restrict stackaddr']",2,False,False,False
pthread_attr_getstacksize,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict stacksize']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_attr_t *restrict attr', 'size_t *restrict stacksize']",2,False,True,False
pthread_attr_init,['pthread.h'],int,['pthread_attr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_attr_t *attr'],1,False,True,False
pthread_attr_setaffinity_np,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t cpusetsize', 'const cpu_set_t *cpuset']",3,False,False,True
pthread_attr_setdetachstate,['pthread.h'],int,"['pthread_attr_t *attr', 'int detachstate']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int detachstate']",2,False,True,False
pthread_attr_setguardsize,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t guardsize']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t guardsize']",2,False,True,False
pthread_attr_setinheritsched,['pthread.h'],int,"['pthread_attr_t *attr', 'int inheritsched']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int inheritsched']",2,False,True,False
pthread_attr_setschedparam,['pthread.h'],int,"['pthread_attr_t *restrict attr', 'const struct sched_param *restrict param']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *restrict attr', 'const struct sched_param *restrict param']",2,False,True,False
pthread_attr_setschedpolicy,['pthread.h'],int,"['pthread_attr_t *attr', 'int policy']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int policy']",2,False,True,False
pthread_attr_setscope,['pthread.h'],int,"['pthread_attr_t *attr', 'int scope']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'int contentionscope']",2,False,True,False
pthread_attr_setsigmask_np,['pthread.h'],int,"['pthread_attr_t *attr', 'const sigset_t *sigmask']",2,False,False,True
pthread_attr_setstack,['pthread.h'],int,"['pthread_attr_t *attr', 'void *stackaddr', 'size_t stacksize']",3,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'void *stackaddr', 'size_t stacksize']",3,False,True,False
pthread_attr_setstackaddr,['pthread.h'],int,"['pthread_attr_t *attr', 'void *stackaddr']",2,False,False,False
pthread_attr_setstacksize,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t stacksize']",2,False,False,False
 ,['pthread.h'],int,"['pthread_attr_t *attr', 'size_t stacksize']",2,False,True,False
pthread_barrierattr_destroy,['pthread.h'],int,['pthread_barrierattr_t *attr'],1,False,True,False
pthread_barrierattr_getpshared,['pthread.h'],int,"['const pthread_barrierattr_t *restrict attr', 'int *restrict pshared']",2,False,True,False
pthread_barrierattr_init,['pthread.h'],int,['pthread_barrierattr_t *attr'],1,False,True,False
pthread_barrierattr_setpshared,['pthread.h'],int,"['pthread_barrierattr_t *attr', 'int pshared']",2,False,True,False
pthread_barrier_destroy,['pthread.h'],int,['pthread_barrier_t *barrier'],1,False,True,False
pthread_barrier_init,['pthread.h'],int,"['pthread_barrier_t *restrict barrier', 'const pthread_barrierattr_t *restrict attr', 'unsigned count']",3,False,True,False
pthread_barrier_wait,['pthread.h'],int,['pthread_barrier_t *barrier'],1,False,True,False
pthread_cancel,['pthread.h'],int,['pthread_t thread'],1,False,False,False
 ,['pthread.h'],int,['pthread_t thread'],1,False,True,False
pthread_condattr_destroy,['pthread.h'],int,['pthread_condattr_t *attr'],1,False,True,False
pthread_condattr_getclock,['pthread.h'],int,"['const pthread_condattr_t *restrict attr', 'clockid_t *restrict clock_id']",2,False,True,False
pthread_condattr_getpshared,['pthread.h'],int,"['const pthread_condattr_t *restrict attr', 'int *restrict pshared']",2,False,True,False
pthread_condattr_init,['pthread.h'],int,['pthread_condattr_t *attr'],1,False,True,False
pthread_condattr_setclock,['pthread.h'],int,"['pthread_condattr_t *attr', 'clockid_t clock_id']",2,False,True,False
pthread_condattr_setpshared,['pthread.h'],int,"['pthread_condattr_t *attr', 'int pshared']",2,False,True,False
pthread_cond_broadcast,['pthread.h'],int,['pthread_cond_t *cond'],1,False,True,False
pthread_cond_destroy,['pthread.h'],int,['pthread_cond_t *cond'],1,False,True,False
pthread_cond_init,['pthread.h'],int,"['pthread_cond_t *restrict cond', 'const pthread_condattr_t *restrict attr']",2,False,True,False
pthread_cond_signal,['pthread.h'],int,['pthread_cond_t *cond'],1,False,True,False
pthread_cond_timedwait,['pthread.h'],int,"['pthread_cond_t *restrict cond', 'pthread_mutex_t *restrict mutex', 'const struct timespec *restrict abstime']",3,False,True,False
pthread_cond_wait,['pthread.h'],int,"['pthread_cond_t *restrict cond', 'pthread_mutex_t *restrict mutex']",2,False,True,False
pthread_create,['pthread.h'],int,"['pthread_t *restrict thread', 'const pthread_attr_t *restrict attr', 'void *(*start_routine)(void *)', 'void *restrict arg']",4,False,False,False
 ,['pthread.h'],int,"['pthread_t *restrict thread', 'const pthread_attr_t *restrict attr', 'void *(*start_routine)(void*)', 'void *restrict arg']",4,False,True,False
pthread_detach,['pthread.h'],int,['pthread_t thread'],1,False,False,False
 ,['pthread.h'],int,['pthread_t thread'],1,False,True,False
pthread_equal,['pthread.h'],int,"['pthread_t t1', 'pthread_t t2']",2,False,False,False
 ,['pthread.h'],int,"['pthread_t t1', 'pthread_t t2']",2,False,True,False
pthread_exit,['pthread.h'],noreturn void,['void *retval'],1,False,False,False
 ,['pthread.h'],void,['void *value_ptr'],1,False,True,False
pthread_getaffinity_np,['pthread.h'],int,"['pthread_t thread', 'size_t cpusetsize', 'cpu_set_t *cpuset']",3,False,False,True
pthread_getattr_default_np,['pthread.h'],int,['pthread_attr_t *attr'],1,False,False,True
pthread_getattr_np,['pthread.h'],int,"['pthread_t thread', 'pthread_attr_t *attr']",2,False,False,True
pthread_getconcurrency,['pthread.h'],int,['void'],0,False,False,False
 ,['pthread.h'],int,['void'],0,False,True,False
pthread_getcpuclockid,"['pthread.h', 'time.h']",int,"['pthread_t thread', 'clockid_t *clockid']",2,False,False,False
 ,"['pthread.h', 'time.h']",int,"['pthread_t thread_id', 'clockid_t *clock_id']",2,False,True,False
pthread_getname_np,['pthread.h'],int,"['pthread_t thread', 'char *name', 'size_t len']",3,False,False,True
pthread_getschedparam,['pthread.h'],int,"['pthread_t thread', 'int *restrict policy', 'struct sched_param *restrict param']",3,False,False,False
 ,['pthread.h'],int,"['pthread_t thread', 'int *restrict policy', 'struct sched_param *restrict param']",3,False,True,False
pthread_getspecific,['pthread.h'],void *,['pthread_key_t key'],1,False,True,False
pthread_join,['pthread.h'],int,"['pthread_t thread', 'void **retval']",2,False,False,False
 ,['pthread.h'],int,"['pthread_t thread', 'void **value_ptr']",2,False,True,False
pthread_key_create,['pthread.h'],int,"['pthread_key_t *key', 'void (*destructor)(void*)']",2,False,True,False
pthread_key_delete,['pthread.h'],int,['pthread_key_t key'],1,False,True,False
pthread_kill,['signal.h'],int,"['pthread_t thread', 'int sig']",2,False,False,False
 ,['signal.h'],int,"['pthread_t thread', 'int sig']",2,False,True,False
pthread_kill_other_threads_np,['pthread.h'],void,['void'],0,False,False,False
pthread_mutexattr_destroy,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,True,False
pthread_mutexattr_getprioceiling,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict prioceiling']",2,False,True,False
pthread_mutexattr_getprotocol,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict protocol']",2,False,True,False
pthread_mutexattr_getpshared,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict pshared']",2,False,False,False
 ,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict pshared']",2,False,True,False
pthread_mutexattr_getrobust,['pthread.h'],int,"['const pthread_mutexattr_t *attr', 'int *robustness']",2,False,False,False
pthread_mutexattr_gettype,['pthread.h'],int,"['const pthread_mutexattr_t *restrict attr', 'int *restrict type']",2,False,True,False
pthread_mutexattr_init,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,False,False
 ,['pthread.h'],int,['pthread_mutexattr_t *attr'],1,False,True,False
pthread_mutexattr_setprioceiling,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int prioceiling']",2,False,True,False
pthread_mutexattr_setprotocol,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int protocol']",2,False,True,False
pthread_mutexattr_setpshared,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int pshared']",2,False,False,False
 ,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int pshared']",2,False,True,False
pthread_mutexattr_setrobust,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int robustness']",2,False,False,False
pthread_mutexattr_settype,['pthread.h'],int,"['pthread_mutexattr_t *attr', 'int type']",2,False,True,False
pthread_mutex_consistent,['pthread.h'],int,['pthread_mutex_t *mutex'],1,False,False,False
pthread_mutex_destroy,['pthread.h'],int,['pthread_mutex_t *mutex'],1,False,True,False
pthread_mutex_getprioceiling,['pthread.h'],int,"['const pthread_mutex_t *restrict mutex', 'int *restrict prioceiling']",2,False,True,False
